Cod unic candidat ,Sex,Specializare,Profil,Fileira,Forma de învățământ,Mediu candidat,Unitate (SIIIR),Unitate (SIRUES),Clasa,Subiect ea,Subiect eb,Limba modernă,Subiect ec,Subiect ed,Promoție,NOTE_RECUN_A,NOTE_RECUN_B,NOTE_RECUN_C,NOTE_RECUN_D,NOTE_RECUN_EA,NOTE_RECUN_EB,NOTE_RECUN_EC,NOTE_RECUN_ED,STATUS_A,STATUS_B,STATUS_C,STATUS_D,STATUS_EA,STATUS_EB,STATUS_EC,STATUS_ED,ITA,SCRIS_ITC,SCRIS_PMS,ORAL_PMO,ORAL_IO,NOTA_EA,NOTA_EB,NOTA_EC,NOTA_ED,CONTESTATIE_EA,NOTA_CONTESTATIE_EA,CONTESTATIE_EB,NOTA_CONTESTATIE_EB,CONTESTATIE_EC,NOTA_CONTESTATIE_EC,CONTESTATIE_ED,NOTA_CONTESTATIE_ED,PUNCTAJ DIGITALE,STATUS,Medie
246626,F,Matematica-Informatica,Real,Teoretica,Zi,URBAN,2061100032,530706.0,a XII-a C,Limba română (REAL),,Limba engleză,Matematică MATE-INFO,"Anatomie și fiziologie umană, genetică și ecologie umană",2014-2015,Nu,Nu,Da,Da,Nu,Nu,Nu,Nu,Experimentat,-,Certificat,Certificat,Promovat,-,Promovat,Promovat,-,-,-,-,-,9.4,,9.75,9.7,Da,9.35,Nu,,Da,10.0,Nu,,,Promovat,9.7
246638,M,Matematica-Informatica,Real,Teoretica,Zi,URBAN,2061100032,530706.0,a XII-a C,Limba română (REAL),,Limba engleză,Matematică MATE-INFO,Informatică MI Pascal,2014-2015,Nu,Nu,Nu,Da,Nu,Nu,Nu,Nu,Experimentat,-,Calificativ,Certificat,Promovat,-,Promovat,Promovat,A2,A2,B2,B2,B2,7.65,,7.25,9.15,Nu,,Nu,,Nu,,Nu,,,Promovat,8.01
246801,M,Matematica-Informatica,Real,Teoretica,Zi,URBAN,2061100032,530706.0,a XII-a C,Limba română (REAL),,Limba engleză,Matematică MATE-INFO,Fizică TEO,2014-2015,Nu,Nu,Nu,Da,Nu,Nu,Nu,Nu,Experimentat,-,Calificativ,Certificat,Promovat,-,Promovat,Promovat,B2,A2,B1,A2,A2,7.2,,9.95,9.7,Nu,,Nu,,Nu,,Nu,,,Promovat,8.95
247255,F,Științe Sociale,Uman,Teoretica,Zi,URBAN,2061100032,530706.0,a XII-a K,Limba română (UMAN),,Limba engleză,Istorie,Geografie,2014-2015,Nu,Nu,Nu,Nu,Nu,Nu,Nu,Nu,Experimentat,-,Calificativ,Avansat,Promovat,-,Promovat,Promovat,A1,A1,A1,A1,A1,7.7,,6.0,6.55,Nu,,Nu,,Nu,,Nu,,70.0,Promovat,6.75
252054,F,Filologie,Uman,Teoretica,Zi,URBAN,2061100032,530706.0,a XII-a J,Limba română (UMAN),,Limba engleză,Istorie,Geografie,2014-2015,Nu,Nu,Nu,Nu,Nu,Nu,Nu,Nu,Experimentat,-,Calificativ,Avansat,Promovat,-,Promovat,Promovat,B2,B1,B1,B2,B2,8.55,,6.95,9.55,Nu,,Nu,,Nu,,Nu,,56.0,Promovat,8.35
252111,F,Filologie,Uman,Teoretica,Zi,URBAN,2061100032,530706.0,a XII-a J,Limba română (UMAN),,Limba engleză,Istorie,Geografie,2014-2015,Nu,Nu,Nu,Nu,Nu,Nu,Nu,Nu,Experimentat,-,Calificativ,Mediu,Promovat,-,Promovat,Promovat,B2,B1,B2,B1,B1,6.8,,7.55,8.25,Nu,,Nu,,Nu,,Nu,,43.0,Promovat,7.53
252402,M,Matematica-Informatica,Real,Teoretica,Zi,URBAN,2061100032,530706.0,a XII-a A,Limba română (REAL),,Limba germană modernă,Matematică MATE-INFO,Informatică MI Pascal,2014-2015,Nu,Nu,Nu,Da,Nu,Nu,Nu,Nu,Experimentat,-,Calificativ,Certificat,Promovat,-,Promovat,Promovat,B2,B2,B2,B2,B2,9.4,,8.75,7.9,Nu,,Nu,,Nu,,Nu,,,Promovat,8.68
248784,F,Matematica-Informatica,Real,Teoretica,Zi,URBAN,2061100032,530706.0,a XII-a B,Limba română (REAL),,Limba engleză,Matematică MATE-INFO,Biologie vegetală și animală,2014-2015,Nu,Nu,Nu,Nu,Nu,Nu,Nu,Nu,Experimentat,-,Calificativ,Avansat,Promovat,-,Promovat,Promovat,A1,A1,-,A1,A1,7.8,,5.2,6.8,Nu,,Nu,,Nu,,Nu,,57.0,Promovat,6.6
252167,F,Filologie,Uman,Teoretica,Zi,URBAN,2061100032,530706.0,a XII-a J,Limba română (UMAN),,Limba engleză,Istorie,Geografie,2014-2015,Nu,Nu,Nu,Nu,Nu,Nu,Nu,Nu,Experimentat,-,Calificativ,Avansat,Promovat,-,Promovat,Promovat,B2,B1,B2,B2,B2,7.9,,8.55,9.1,Nu,,Nu,,Nu,,Nu,,57.0,Promovat,8.51
252945,M,Matematica-Informatica,Real,Teoretica,Zi,URBAN,2061100032,530706.0,a XII-a A,Limba română (REAL),,Limba engleză,Matematică MATE-INFO,Informatică MI Pascal,2014-2015,Nu,Nu,Nu,Da,Nu,Nu,Nu,Nu,Experimentat,-,Calificativ,Certificat,Promovat,-,Promovat,Promovat,B2,A2,B1,B2,B2,8.6,,7.7,8.7,Nu,,Nu,,Nu,,Nu,,,Promovat,8.33
249074,F,Matematica-Informatica,Real,Teoretica,Zi,URBAN,2061100032,530706.0,a XII-a B,Limba română (REAL),,Limba engleză,Matematică MATE-INFO,"Anatomie și fiziologie umană, genetică și ecologie umană",2014-2015,Nu,Nu,Nu,Nu,Nu,Nu,Nu,Nu,Experimentat,-,Calificativ,Avansat,Promovat,-,Promovat,Promovat,A2,A2,A1,B2,B2,7.65,,9.1,7.25,Nu,,Nu,,Nu,,Nu,,68.0,Promovat,8.0
252237,F,Filologie,Uman,Teoretica,Zi,URBAN,2061100032,530706.0,a XII-a J,Limba română (UMAN),,Limba engleză,Istorie,Geografie,2014-2015,Nu,Nu,Nu,Nu,Nu,Nu,Nu,Nu,Experimentat,-,Calificativ,Avansat,Promovat,-,Promovat,Promovat,B2,B2,B2,B2,B2,7.2,,5.5,8.9,Nu,,Nu,,Nu,,Nu,,57.0,Promovat,7.2
252281,F,Matematica-Informatica,Real,Teoretica,Zi,URBAN,2061100032,530706.0,a XII-a A,Limba română (REAL),,Limba engleză,Matematică MATE-INFO,Chimie anorganică TEO Nivel I/II     ,2014-2015,Nu,Nu,Nu,Nu,Nu,Nu,Nu,Nu,Experimentat,-,Calificativ,Experimentat,Promovat,-,Promovat,Promovat,B2,B1,B1,B2,B2,8.95,,10.0,10.0,Da,9.55,Nu,,Nu,,Nu,,97.0,Promovat,9.85
252562,F,Matematica-Informatica,Real,Teoretica,Zi,URBAN,2061100032,530706.0,a XII-a A,Limba română (REAL),,Limba engleză,Matematică MATE-INFO,Chimie anorganică TEO Nivel I/II     ,2014-2015,Nu,Nu,Nu,Nu,Nu,Nu,Nu,Nu,Experimentat,-,Calificativ,Avansat,Promovat,-,Promovat,Promovat,B2,A2,A2,B2,B2,8.55,,8.35,5.6,Nu,,Nu,,Nu,,Nu,,64.0,Promovat,7.5
252576,F,Matematica-Informatica,Real,Teoretica,Zi,URBAN,2061100032,530706.0,a XII-a A,Limba română (REAL),,Limba engleză,Matematică MATE-INFO,"Anatomie și fiziologie umană, genetică și ecologie umană",2014-2015,Nu,Nu,Nu,Nu,Nu,Nu,Nu,Nu,Experimentat,-,Calificativ,Experimentat,Promovat,-,Promovat,Promovat,B2,B1,B2,B2,B2,7.0,,7.85,8.05,Nu,,Nu,,Nu,,Nu,,76.0,Promovat,7.63
252768,F,Matematica-Informatica,Real,Teoretica,Zi,URBAN,2061100032,530706.0,a XII-a A,Limba română (REAL),,Limba engleză,Matematică MATE-INFO,Fizică TEO,2014-2015,Nu,Nu,Da,Da,Nu,Nu,Nu,Nu,Experimentat,-,Certificat,Certificat,Promovat,-,Promovat,Promovat,-,-,-,-,-,9.5,,9.25,9.9,Nu,,Nu,,Da,10.0,Nu,,,Promovat,9.8
252299,F,Matematica-Informatica,Real,Teoretica,Zi,URBAN,2061100032,530706.0,a XII-a A,Limba română (REAL),,Limba engleză,Matematică MATE-INFO,Fizică TEO,2014-2015,Nu,Nu,Nu,Nu,Nu,Nu,Nu,Nu,Experimentat,-,Calificativ,Experimentat,Promovat,-,Promovat,Promovat,B2,B1,B2,B2,B2,9.7,,10.0,9.85,Nu,,Nu,,Nu,,Nu,,98.0,Promovat,9.85
249592,M,Matematica-Informatica,Real,Teoretica,Zi,URBAN,2061100032,530706.0,a XII-a D,Limba română (REAL),,Limba engleză,Matematică MATE-INFO,Biologie vegetală și animală,2014-2015,Nu,Nu,Nu,Da,Nu,Nu,Nu,Nu,Experimentat,-,Calificativ,Certificat,Promovat,-,Promovat,Promovat,B2,B1,B2,B2,B2,9.15,,9.85,9.0,Nu,,Nu,,Nu,,Nu,,,Promovat,9.33
252219,F,Filologie,Uman,Teoretica,Zi,URBAN,2061100032,530706.0,a XII-a J,Limba română (UMAN),,Limba engleză,Istorie,Geografie,2014-2015,Nu,Nu,Nu,Nu,Nu,Nu,Nu,Nu,Experimentat,-,Calificativ,Avansat,Promovat,-,Promovat,Promovat,B1,B1,B2,B2,B2,8.6,,10.0,9.25,Nu,,Nu,,Nu,,Nu,,59.0,Promovat,9.28
252329,M,Matematica-Informatica,Real,Teoretica,Zi,URBAN,2061100032,530706.0,a XII-a A,Limba română (REAL),,Limba engleză,Matematică MATE-INFO,Informatică MI Pascal,2014-2015,Nu,Nu,Nu,Nu,Nu,Nu,Nu,Nu,Experimentat,-,Calificativ,Experimentat,Promovat,-,Promovat,Promovat,B2,A2,B1,B2,B2,8.4,,7.1,7.25,Nu,,Nu,,Nu,,Nu,,75.0,Promovat,7.58
252345,M,Matematica-Informatica,Real,Teoretica,Zi,URBAN,2061100032,530706.0,a XII-a A,Limba română (REAL),,Limba engleză,Matematică MATE-INFO,Informatică MI Pascal,2014-2015,Nu,Nu,Nu,Da,Nu,Nu,Nu,Nu,Experimentat,-,Calificativ,Certificat,Promovat,-,Promovat,Promovat,B2,B1,B2,B2,B2,6.45,,10.0,9.55,Nu,,Nu,,Nu,,Da,9.3,,Promovat,8.58
249740,M,Matematica-Informatica,Real,Teoretica,Zi,URBAN,2061100032,530706.0,a XII-a D,Limba română (REAL),,Limba engleză,Matematică MATE-INFO,Informatică MI Pascal,2014-2015,Nu,Nu,Nu,Da,Nu,Nu,Nu,Nu,Experimentat,-,Calificativ,Certificat,Promovat,-,Promovat,Promovat,B1,B1,B1,B2,B2,7.55,,10.0,9.3,Nu,,Nu,,Nu,,Nu,,,Promovat,8.95
252443,F,Matematica-Informatica,Real,Teoretica,Zi,URBAN,2061100032,530706.0,a XII-a A,Limba română (REAL),,Limba engleză,Matematică MATE-INFO,"Anatomie și fiziologie umană, genetică și ecologie umană",2014-2015,Nu,Nu,Nu,Nu,Nu,Nu,Nu,Nu,Experimentat,-,Calificativ,Avansat,Promovat,-,Promovat,Promovat,B2,A2,B1,B2,B2,8.4,,7.9,8.65,Nu,,Nu,,Nu,,Nu,,69.0,Promovat,8.31
252464,F,Matematica-Informatica,Real,Teoretica,Zi,URBAN,2061100032,530706.0,a XII-a A,Limba română (REAL),,Limba engleză,Matematică MATE-INFO,Chimie anorganică TEO Nivel I/II     ,2014-2015,Nu,Nu,Nu,Nu,Nu,Nu,Nu,Nu,Experimentat,-,Calificativ,Experimentat,Promovat,-,Promovat,Promovat,B2,B1,B2,B2,B2,9.45,,10.0,9.75,Nu,,Nu,,Nu,,Nu,,79.0,Promovat,9.73
249935,M,Matematica-Informatica,Real,Teoretica,Zi,URBAN,2061100032,530706.0,a XII-a D,Limba română (REAL),,Limba engleză,Matematică MATE-INFO,Chimie anorganică TEO Nivel I/II     ,2014-2015,Nu,Nu,Nu,Nu,Nu,Nu,Nu,Nu,Experimentat,-,Calificativ,Avansat,Promovat,-,Promovat,Promovat,B1,B1,B1,B2,B2,7.5,,8.85,7.2,Nu,,Nu,,Nu,,Nu,,66.0,Promovat,7.85
251022,F,Științe ale Naturii,Real,Teoretica,Zi,URBAN,2061100032,530706.0,a XII-a G,Limba română (REAL),,Limba germană modernă,Matematică ST-NAT,"Anatomie și fiziologie umană, genetică și ecologie umană",2014-2015,Nu,Nu,Da,Da,Nu,Nu,Nu,Nu,Experimentat,-,Certificat,Certificat,Promovat,-,Promovat,Promovat,-,-,-,-,-,9.2,,10.0,9.95,Nu,,Nu,,Nu,,Nu,,,Promovat,9.71
251072,M,Științe ale Naturii,Real,Teoretica,Zi,URBAN,2061100032,530706.0,a XII-a G,Limba română (REAL),,Limba franceză,Matematică ST-NAT,"Anatomie și fiziologie umană, genetică și ecologie umană",2014-2015,Nu,Nu,Nu,Nu,Nu,Nu,Nu,Nu,Experimentat,-,Calificativ,Mediu,Promovat,-,Promovat,Promovat,A2,A2,A2,A2,A2,6.75,,7.2,8.7,Nu,,Nu,,Nu,,Nu,,36.0,Promovat,7.55
251211,M,Științe ale Naturii,Real,Teoretica,Zi,URBAN,2061100032,530706.0,a XII-a G,Limba română (REAL),,Limba franceză,Matematică ST-NAT,Chimie anorganică TEO Nivel I/II     ,2014-2015,Nu,Nu,Nu,Nu,Nu,Nu,Nu,Nu,Experimentat,-,Calificativ,Experimentat,Promovat,-,Promovat,Promovat,A2,A2,A2,A2,A2,7.9,,9.05,8.4,Nu,,Nu,,Nu,,Nu,,75.0,Promovat,8.45
251232,F,Științe ale Naturii,Real,Teoretica,Zi,URBAN,2061100032,530706.0,a XII-a G,Limba română (REAL),,Limba engleză,Matematică ST-NAT,"Anatomie și fiziologie umană, genetică și ecologie umană",2014-2015,Nu,Nu,Nu,Da,Nu,Nu,Nu,Nu,Experimentat,-,Calificativ,Certificat,Promovat,-,Promovat,Promovat,B1,B1,B1,B2,B2,8.65,,8.6,8.85,Nu,,Nu,,Nu,,Nu,,,Promovat,8.7
251357,F,Filologie,Uman,Teoretica,Zi,URBAN,2061100032,530706.0,a XII-a J,Limba română (UMAN),,Limba spaniolă,Istorie,Geografie,2014-2015,Nu,Nu,Nu,Nu,Nu,Nu,Nu,Nu,Experimentat,-,Calificativ,Mediu,Promovat,-,Promovat,Promovat,A2,B1,B1,B1,B1,9.25,,10.0,9.55,Nu,,Nu,,Nu,,Nu,,47.0,Promovat,9.6
250807,F,Științe ale Naturii,Real,Teoretica,Zi,URBAN,2061100032,530706.0,a XII-a G,Limba română (REAL),,Limba germană modernă,Matematică ST-NAT,"Anatomie și fiziologie umană, genetică și ecologie umană",2014-2015,Nu,Nu,Da,Da,Nu,Nu,Nu,Nu,Experimentat,-,Certificat,Certificat,Promovat,-,Promovat,Promovat,-,-,-,-,-,9.6,,9.9,9.4,Nu,,Nu,,Nu,,Nu,,,Promovat,9.63
250836,F,Științe ale Naturii,Real,Teoretica,Zi,URBAN,2061100032,530706.0,a XII-a G,Limba română (REAL),,Limba germană modernă,Matematică ST-NAT,Chimie anorganică TEO Nivel I/II     ,2014-2015,Nu,Nu,Da,Da,Nu,Nu,Nu,Nu,Experimentat,-,Certificat,Certificat,Promovat,-,Promovat,Promovat,-,-,-,-,-,9.2,,9.1,7.55,Nu,,Nu,,Nu,,Nu,,,Promovat,8.61
251875,F,Filologie,Uman,Teoretica,Zi,URBAN,2061100032,530706.0,a XII-a J,Limba română (UMAN),,Limba engleză,Istorie,Geografie,2014-2015,Nu,Nu,Nu,Nu,Nu,Nu,Nu,Nu,Experimentat,-,Calificativ,Avansat,Promovat,-,Promovat,Promovat,B2,B2,B2,B2,B2,7.85,,6.9,8.35,Nu,,Nu,,Nu,,Nu,,56.0,Promovat,7.7
252314,M,Matematica-Informatica,Real,Teoretica,Zi,URBAN,2061100032,530706.0,a XII-a A,Limba română (REAL),,Limba engleză,Matematică MATE-INFO,Informatică MI Pascal,2014-2015,Nu,Nu,Nu,Nu,Nu,Nu,Nu,Nu,Experimentat,-,Calificativ,Experimentat,Promovat,-,Promovat,Promovat,B2,B2,B2,B2,B2,8.65,,9.5,9.35,Nu,,Nu,,Nu,,Nu,,82.0,Promovat,9.16
252359,M,Matematica-Informatica,Real,Teoretica,Zi,URBAN,2061100032,530706.0,a XII-a A,Limba română (REAL),,Limba engleză,Matematică MATE-INFO,Chimie organică TEO Nivel I/II,2014-2015,Nu,Nu,Da,Da,Nu,Nu,Nu,Nu,Experimentat,-,Certificat,Certificat,Promovat,-,Promovat,Promovat,-,-,-,-,-,9.3,,10.0,10.0,Nu,,Nu,,Nu,,Nu,,,Promovat,9.76
252429,M,Matematica-Informatica,Real,Teoretica,Zi,URBAN,2061100032,530706.0,a XII-a A,Limba română (REAL),,Limba engleză,Matematică MATE-INFO,"Anatomie și fiziologie umană, genetică și ecologie umană",2014-2015,Nu,Nu,Nu,Nu,Nu,Nu,Nu,Nu,Experimentat,-,Calificativ,Experimentat,Promovat,-,Promovat,Promovat,B2,B2,B1,B2,B2,8.55,,9.95,9.9,Da,9.2,Nu,,Nu,,Nu,,93.0,Promovat,9.68
252733,F,Matematica-Informatica,Real,Teoretica,Zi,URBAN,2061100032,530706.0,a XII-a A,Limba română (REAL),,Limba engleză,Matematică MATE-INFO,Fizică TEO,2014-2015,Nu,Nu,Nu,Nu,Nu,Nu,Nu,Nu,Experimentat,-,Calificativ,Experimentat,Promovat,-,Promovat,Promovat,B2,B1,B2,B2,B2,9.25,,10.0,9.7,Nu,,Nu,,Nu,,Nu,,96.0,Promovat,9.65
250948,F,Științe ale Naturii,Real,Teoretica,Zi,URBAN,2061100032,530706.0,a XII-a G,Limba română (REAL),,Limba germană modernă,Matematică ST-NAT,Chimie anorganică TEO Nivel I/II     ,2014-2015,Nu,Nu,Da,Da,Nu,Nu,Nu,Nu,Experimentat,-,Certificat,Certificat,Promovat,-,Promovat,Promovat,-,-,-,-,-,8.35,,10.0,8.8,Nu,,Nu,,Nu,,Nu,,,Promovat,9.05
251729,M,Filologie,Uman,Teoretica,Zi,URBAN,2061100032,530706.0,a XII-a J,Limba română (UMAN),,Limba engleză,Istorie,Geografie,2014-2015,Nu,Nu,Nu,Da,Nu,Nu,Nu,Nu,Experimentat,-,Calificativ,Certificat,Promovat,-,Promovat,Promovat,B2,A2,B1,B2,B2,7.7,,9.15,9.25,Nu,,Nu,,Nu,,Nu,,,Promovat,8.7
252987,M,Matematica-Informatica,Real,Teoretica,Zi,URBAN,2061100032,530706.0,a XII-a A,Limba română (REAL),,Limba engleză,Matematică MATE-INFO,Chimie anorganică TEO Nivel I/II     ,2014-2015,Nu,Nu,Da,Nu,Nu,Nu,Nu,Nu,Experimentat,-,Certificat,Experimentat,Promovat,-,Promovat,Promovat,-,-,-,-,-,6.9,,6.2,5.2,Nu,,Nu,,Nu,,Nu,,79.0,Promovat,6.1
251904,F,Filologie,Uman,Teoretica,Zi,URBAN,2061100032,530706.0,a XII-a J,Limba română (UMAN),,Limba engleză,Istorie,Geografie,2014-2015,Nu,Nu,Nu,Nu,Nu,Nu,Nu,Nu,Experimentat,-,Calificativ,Avansat,Promovat,-,Promovat,Promovat,B2,B1,B1,B2,B2,6.65,,7.95,8.55,Nu,,Nu,,Nu,,Nu,,59.0,Promovat,7.71
252493,M,Matematica-Informatica,Real,Teoretica,Zi,URBAN,2061100032,530706.0,a XII-a A,Limba română (REAL),,Limba engleză,Matematică MATE-INFO,Chimie anorganică TEO Nivel I/II     ,2014-2015,Nu,Nu,Da,Da,Nu,Nu,Nu,Nu,Experimentat,-,Certificat,Certificat,Promovat,-,Promovat,Promovat,-,-,-,-,-,8.8,,10.0,9.25,Nu,,Nu,,Nu,,Nu,,,Promovat,9.35
252626,M,Matematica-Informatica,Real,Teoretica,Zi,URBAN,2061100032,530706.0,a XII-a A,Limba română (REAL),,Limba engleză,Matematică MATE-INFO,Fizică TEO,2014-2015,Nu,Nu,Da,Da,Nu,Nu,Nu,Nu,Experimentat,-,Certificat,Certificat,Promovat,-,Promovat,Promovat,-,-,-,-,-,7.65,,10.0,9.9,Da,8.0,Nu,,Nu,,Nu,,,Promovat,9.18
251986,F,Filologie,Uman,Teoretica,Zi,URBAN,2061100032,530706.0,a XII-a J,Limba română (UMAN),,Limba engleză,Istorie,Geografie,2014-2015,Nu,Nu,Nu,Nu,Nu,Nu,Nu,Nu,Experimentat,-,Calificativ,Mediu,Promovat,-,Promovat,Promovat,B1,B1,B2,B2,B2,7.6,,9.7,8.65,Nu,,Nu,,Nu,,Nu,,44.0,Promovat,8.65
252034,F,Filologie,Uman,Teoretica,Zi,URBAN,2061100032,530706.0,a XII-a J,Limba română (UMAN),,Limba engleză,Istorie,Geografie,2014-2015,Nu,Nu,Nu,Nu,Nu,Nu,Nu,Nu,Experimentat,-,Calificativ,Mediu,Promovat,-,Promovat,Promovat,B2,B1,B1,B2,B2,7.05,,7.55,8.0,Nu,,Nu,,Nu,,Nu,,43.0,Promovat,7.53
252676,F,Matematica-Informatica,Real,Teoretica,Zi,URBAN,2061100032,530706.0,a XII-a A,Limba română (REAL),,Limba engleză,Matematică MATE-INFO,Chimie anorganică TEO Nivel I/II     ,2014-2015,Nu,Nu,Nu,Nu,Nu,Nu,Nu,Nu,Experimentat,-,Calificativ,Experimentat,Promovat,-,Promovat,Promovat,B2,B1,B1,B2,B2,9.3,,10.0,9.25,Nu,,Nu,,Nu,,Nu,,95.0,Promovat,9.51
252810,F,Matematica-Informatica,Real,Teoretica,Zi,URBAN,2061100032,530706.0,a XII-a A,Limba română (REAL),,Limba engleză,Matematică MATE-INFO,Informatică MI Pascal,2014-2015,Nu,Nu,Nu,Nu,Nu,Nu,Nu,Nu,Experimentat,-,Calificativ,Experimentat,Promovat,-,Promovat,Promovat,B2,B1,B2,B2,B2,8.2,,8.15,9.45,Nu,,Nu,,Da,8.6,Nu,,83.0,Promovat,8.6
252850,F,Matematica-Informatica,Real,Teoretica,Zi,URBAN,2061100032,530706.0,a XII-a A,Limba română (REAL),,Limba engleză,Matematică MATE-INFO,Chimie anorganică TEO Nivel I/II     ,2014-2015,Nu,Nu,Da,Nu,Nu,Nu,Nu,Nu,Experimentat,-,Certificat,Experimentat,Promovat,-,Promovat,Promovat,-,-,-,-,-,8.75,,9.7,9.5,Da,8.5,Nu,,Nu,,Nu,,86.0,Promovat,9.31
248296,F,Științe Sociale,Uman,Teoretica,Zi,URBAN,2061100032,530706.0,a XII-a K,Limba română (UMAN),,Limba engleză,Istorie,Geografie,2014-2015,Nu,Nu,Nu,Nu,Nu,Nu,Nu,Nu,Experimentat,-,Calificativ,Avansat,Promovat,-,Promovat,Promovat,B2,B1,A2,A1,A1,7.65,,8.3,8.6,Nu,,Nu,,Nu,,Nu,,60.0,Promovat,8.18
254994,F,Filologie,Uman,Teoretica,Zi,URBAN,2061100032,530706.0,a XII-a I,Limba română (UMAN),,Limba franceză,Istorie,Geografie,2014-2015,Nu,Nu,Nu,Nu,Nu,Nu,Nu,Nu,Experimentat,-,Calificativ,Mediu,Promovat,-,Promovat,Promovat,A2,A2,A2,A2,A2,8.1,,7.6,7.35,Nu,,Nu,,Nu,,Nu,,39.0,Promovat,7.68
255020,F,Filologie,Uman,Teoretica,Zi,URBAN,2061100032,530706.0,a XII-a I,Limba română (UMAN),,Limba franceză,Istorie,Geografie,2014-2015,Nu,Nu,Nu,Da,Nu,Nu,Nu,Nu,Experimentat,-,Calificativ,Certificat,Promovat,-,Promovat,Promovat,B2,B2,B2,B2,B2,9.25,,9.3,9.6,Nu,,Nu,,Nu,,Nu,,,Promovat,9.38
254119,F,Științe ale Naturii,Real,Teoretica,Zi,URBAN,2061100032,530706.0,a XII-a F,Limba română (REAL),,Limba engleză,Matematică ST-NAT,Chimie anorganică TEO Nivel I/II     ,2014-2015,Nu,Nu,Nu,Da,Nu,Nu,Nu,Nu,Experimentat,-,Calificativ,Certificat,Promovat,-,Promovat,Promovat,B2,A2,B2,B2,B2,8.65,,9.3,8.9,Nu,,Nu,,Nu,,Nu,,,Promovat,8.95
254493,M,Științe ale Naturii,Real,Teoretica,Zi,URBAN,2061100032,530706.0,a XII-a F,Limba română (REAL),,Limba engleză,Matematică ST-NAT,Chimie anorganică TEO Nivel I/II     ,2014-2015,Nu,Nu,Nu,Nu,Nu,Nu,Nu,Nu,Experimentat,-,Calificativ,Avansat,Promovat,-,Promovat,Promovat,B1,A2,B2,B2,B2,8.85,,10.0,8.1,Nu,,Nu,,Nu,,Nu,,60.0,Promovat,8.98
255181,F,Filologie,Uman,Teoretica,Zi,URBAN,2061100032,530706.0,a XII-a I,Limba română (UMAN),,Limba engleză,Istorie,Geografie,2014-2015,Nu,Nu,Da,Nu,Nu,Nu,Nu,Nu,Experimentat,-,Certificat,Avansat,Promovat,-,Promovat,Promovat,-,-,-,-,-,8.3,,9.7,9.85,Da,9.2,Nu,,Nu,,Nu,,58.0,Promovat,9.58
254250,F,Științe ale Naturii,Real,Teoretica,Zi,URBAN,2061100032,530706.0,a XII-a F,Limba română (REAL),,Limba engleză,Matematică ST-NAT,Biologie vegetală și animală,2014-2015,Nu,Nu,Nu,Nu,Nu,Nu,Nu,Nu,Experimentat,-,Calificativ,Avansat,Promovat,-,Promovat,Promovat,B1,A2,B2,B2,B2,7.7,,8.45,10.0,Da,8.4,Nu,,Nu,,Nu,,64.0,Promovat,8.95
254322,F,Științe ale Naturii,Real,Teoretica,Zi,URBAN,2061100032,530706.0,a XII-a F,Limba română (REAL),,Limba franceză,Matematică ST-NAT,Biologie vegetală și animală,2014-2015,Nu,Nu,Nu,Nu,Nu,Nu,Nu,Nu,Experimentat,-,Calificativ,Mediu,Promovat,-,Promovat,Promovat,A1,A2,B2,B2,B2,7.6,,9.55,7.65,Nu,,Nu,,Nu,,Nu,,53.0,Promovat,8.26
255254,M,Filologie,Uman,Teoretica,Zi,URBAN,2061100032,530706.0,a XII-a I,Limba română (UMAN),,Limba engleză,Istorie,Economie,2014-2015,Nu,Nu,Da,Nu,Nu,Nu,Nu,Nu,Experimentat,-,Certificat,Experimentat,Promovat,-,Promovat,Promovat,-,-,-,-,-,9.6,,10.0,8.8,Nu,,Nu,,Nu,,Da,9.55,90.0,Promovat,9.71
254945,F,Filologie,Uman,Teoretica,Zi,URBAN,2061100032,530706.0,a XII-a I,Limba română (UMAN),,Limba engleză,Istorie,Geografie,2014-2015,Nu,Nu,Nu,Nu,Nu,Nu,Nu,Nu,Experimentat,-,Calificativ,Avansat,Promovat,-,Promovat,Promovat,B2,B1,B2,B2,B2,8.6,,7.7,8.85,Nu,,Nu,,Nu,,Nu,,64.0,Promovat,8.38
255435,F,Filologie,Uman,Teoretica,Zi,URBAN,2061100032,530706.0,a XII-a I,Limba română (UMAN),,Limba franceză,Istorie,Geografie,2014-2015,Nu,Nu,Nu,Nu,Nu,Nu,Nu,Nu,Experimentat,-,Calificativ,Mediu,Promovat,-,Promovat,Promovat,A2,A2,A2,A2,A2,8.4,,8.0,8.2,Nu,,Nu,,Nu,,Nu,,50.0,Promovat,8.2
255495,F,Filologie,Uman,Teoretica,Zi,URBAN,2061100032,530706.0,a XII-a I,Limba română (UMAN),,Limba engleză,Istorie,Geografie,2014-2015,Nu,Nu,Nu,Nu,Nu,Nu,Nu,Nu,Experimentat,-,Calificativ,Avansat,Promovat,-,Promovat,Promovat,B2,B1,B2,B2,B2,7.4,,6.75,8.25,Da,7.0,Nu,,Da,8.0,Nu,,57.0,Promovat,7.88
